悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
怨女曠夫, えんじょこうふ, 結婚適齢期になっても相手のいない独身男女。 または死別や離別をして伴侶のいない人のこと
燕巣幕上, えんそうばくじょう, 安定せずに非常に危険な状況の喩え。 危険な場所に居住すること
鳶飛魚躍, えんぴぎょやく, 全ての生き物が自然の摂理に従って自由に楽しんでいることの喩え。 「鳶とび飛とび、魚うお躍おどる」と訓読する
偃武修文, えんぶしゅうぶん, 戦いをやめて教育によって平和な世の中を築くこと。または再び戦争をしないこと
怨望隠伏, えんぼういんぷく, 不平不満や恨み嫉みを包み隠し、表面に出さないこと。 「怨望」は恨みや嫉みのこと
鳶目兎耳, えんもくとじ, よく見える鳶とびのような目と、よく聞こえる兎うさぎのような耳。 転じて、情報収集能力の高い人のこと
轅門二竜, えんもんにりょう, 古代中国、唐の武将『烏承玭』と『烏承恩』を指す言葉。 二人は戦場で活躍して功績を上げて、このように評された
円融無碍, えんゆうむげ, 仏教用語
円顱方趾, えんろほうし, 人間のこと。 「円顱」は丸い頭
桜花爛漫, おうからんまん, 桜の花が満開になって咲き乱れている様子。 「桜花爛漫の候」などの形で、手紙の時候の挨拶として用いることが多い
横行跋扈, おうこうばっこ, 人に遠慮することなく、威張って我儘わがままに振る舞うこと。 「横行」は気ままに歩き回ること
枉尺直尋, おうせきちょくじん, 大きなことを成し遂げるために、小さな犠牲を払うこと
横説竪説, おうせつじゅせつ, 自由自在に議論をしたり、意見を述べたりすること。 弁舌の能力が高くて巧みなこと
桜梅桃李, おうばいとうり, 桜、梅、桃、李すもものこと
大盤振舞, おおばんぶるまい, 盛大なご馳走を振舞うこと。 本来は「椀飯振舞」と書き、江戸時代、正月に親戚などを招待して酒宴を開くことを言った
御披露目, おひろめ, 人々に広く知らせること。 結婚や縁組み、または歌舞伎役者が襲名するときに、観客の前に姿を見せること
温柔敦厚, おんじゅうとんこう, 人柄などが穏やかで優しく、誠実で人情に厚いこと
怨憎会苦, おんぞうえく, 仏教用語で、「四苦八苦」のうちの一つ。 自分が怨んだり憎んだりしている相手とも会わなければならない苦しみのこと
恩沢洪大, おんたくこうだい, 注がれる愛や慈しみが極めて大きいこと。 特に、王や皇帝などの寵愛によるものを指す
怨敵退散, おんてきたいさん, 怨みのある敵を退散させること。 降伏ごうぶくの祈願などで唱える言葉
温文爾雅, おんぶんじが, 心が穏やかで、立ち振る舞いも温和で礼儀正しいこと。 別表記：「爾雅温文じがおんぶん」
温良恭倹, おんりょうきょうけん, 穏やかで優しく素直に、人を敬い礼儀正しく控えめに接すること。 孔子が人に接したときの態度に由来する言葉
瑰意琦行, かいいきこう, 思考や行動が普通の人と異なっていて、抜きんでて優れていること。 「瑰意」は、普通と異なった、珍しく優れた心のこと
海翁好鴎, かいおうこうおう, 捕まえようとする気持ちを悟られると、鳥は近寄ってこないという意味
開巻劈頭, かいかんへきとう, 物語のはじまりのこと。巻頭
荷衣蕙帯, かいけいたい, 仙人や隠者が着る衣服のこと。 「荷衣」は、蓮の葉で編んだ衣
改弦易轍, かいげんえきてつ, 法律や制度を変えること。 弦を取り替え、車の道を改めるという意味
海市蜃楼, かいししんろう, 蜃気楼。 または現実性に乏しい理論の喩え
怪誕不経, かいたんふけい, 言動がでたらめで怪しく、信用できないこと。 「怪誕」は奇怪で、いいかげんなこと
快刀乱麻, かいとうらんま, こじれた物事を非常にあざやかに処理し解決すること
快馬加鞭, かいばかべん, 疾走する馬に鞭を加えること。 より一層スピードアップすること
槐門棘路, かいもんきょくろ, 政界の最高幹部のこと。 本来は、中国の周の時代の「三公」と「九卿」という役職を意味した
開門揖盗, かいもんゆうとう, 自分自身で原因を作って、災いを招いてしまうこと。 自分で門を開いて、会釈して盗賊を招き入れるという意味
偕老同穴, かいろうどうけつ, 夫婦の仲が睦まじく幸福な結婚生活のこと。 夫婦が共に仲良く年をとり、死後は同じ墓に葬られることを意味する
呵呵大笑, かかたいしょう, 声高く大いに笑うこと。 「呵呵」は笑い声の擬音語として用いられる語句
革故鼎新, かくこていしん, 古い習慣や制度などを新しいものに改正すること。 「故きを革め新しきを鼎る」と訓読する
廓然大悟, かくねんたいご, 仏教用語。 疑いの心が晴れて確信すること
廓然無聖, かくねんむしょう, 禅の悟りの境地。 真理は特に神聖なものではなく、ありきたりで何もないという教え
鶴髪童顔, かくはつどうがん, 頭は白髪でも、顔は幼子のように若々しいという意味。 年老いても元気な人の様子
家鶏野鶩, かけいやぼく, 家で飼っている鶏にわとりよりも、野生の鶩あひるを求めるという意味。 古いものを嫌って新しいものを好むこと
和氏之璧, かしのへき, 珍しい宝物のこと
禾黍油油, かしょゆうゆう, 植物が勢いよく見事に成長する様子。 中国西周の時代
嘉辰令月, かしんれいげつ, めでたい月日のこと。縁起のいい日のこと
加持祈祷, かじきとう, 病気や災難から逃れようとして神仏に祈ること。 別表記：「加持祈禱」
仮痴不癲, かちふてん, 兵法三十六計の第二十七計。 「痴を仮りて癲くるわず」と訓読する
花鳥諷詠, かちょうふうえい, 自然とそれにまつわる人事を客観的に詠ずること。 俳句の概念の一つ
確乎不抜, かっこふばつ, 意志が固いため、平静さを失って動揺したり、他人の意見に流されたりしないこと。 別表記：「確固不抜」
闊達自在, かったつじざい, 心が広く思いのままにのびのびとしている様子。 「闊達」は、度量が大きく、小さな物事にこだわらないこと
活溌溌地, かっぱつはっち, 気力に溢れ、極めて勢いのよいこと。 魚が飛び跳ねている様子
豁然大悟, かつぜんたいご, 迷いや疑いが、あるとき一気に解けて真理を悟ること。 「豁然」は、迷いや疑いが消えること
瓜田李下, かでんりか, 人に疑われるようなことはするなという戒め。 別表記：「李下瓜田」 「瓜田に履を納れず、李下に冠を正さず」の略
仮道伐虢, かどうばつかく, 兵法三十六計の第二十四計。 「道を仮かりて虢かくを伐うつ」と訓読する
禍福得喪, かふくとくそう, 幸運と災難。成功と失敗
歌舞伎者, かぶきもの, 戦国時代末期から江戸時代初期にかけての社会風潮
瓜剖豆分, かぼうとうぶん, 瓜や豆を割るように小さく分かれること。転じて、一つの国が小さく分裂することを意味する
閑雲野鶴, かんうんやかく, 世間を離れて自由にのんびりと暮らすこと。 また自適の生活を送る隠士の心境
緩歌慢舞, かんかまんぶ, ゆるやかに歌い、ゆるやかに舞うこと
汗牛充棟, かんぎゅうじゅうとう, 所有している本が非常に多いこと。 「牛に汗し棟に充つ」と訓読する
寒江独釣, かんこうどくちょう, 雪の降る冬の川で一人で釣りをすること。 唐の柳宗元の「江雪」の詩で詠われ、画題としても扱われる
冠婚葬祭, かんこんそうさい, 四つの重要な慶弔の儀式。 「冠」は成人式、「婚」は結婚式、「葬」は葬式、「祭」は法事や盆などの祖先の祭礼のこと
関雎之化, かんしょのか, 夫婦の仲がよく、家庭が円満で穏やかなこと
甘井先竭, かんせいせんけつ, 才能がある者ほど、その才能を早く使い切って衰えるということの喩え。 「甘井先まず竭つく」と読み下す
干戚羽旄, かんせきうぼう, 武を象徴とする舞踊と文を象徴とする舞踊。その舞踊で手にする武具と文具のこと
勧善懲悪, かんぜんちょうあく, 善良な人や善良な行いを奨励して、悪者や悪い行いを懲らしめること
官尊民卑, かんそんみんぴ, 政府や官吏、また官営の事業を尊び、民間人や民間の事業を卑しむこと。 福沢諭吉が述べた政治学用語
肝胆相照, かんたんそうしょう, 互いに心の底を打ち明けて話すことができる間柄のこと。 「肝胆」は肝臓と胆嚢のことで、心の奥底の喩え
簡単明瞭, かんたんめいりょう, 物事や表現が単純で分かりやすく、はっきりしていること。 「簡単」は、理解したり、実行するのに手間がかからないこと
奸智術数, かんちじゅっすう, 邪な知恵と計略。悪知恵
艱難辛苦, かんなんしんく, 困難な状況や辛い場面に出会い、大変な苦労をすること。 苦しむことや悩むこと
肝脳塗地, かんのうとち, 戦場で無残な死に方をすること。 「肝脳かんのう地ちに塗まみる」と訓読する
銜尾相随, かんびそうずい, 細い道で横に並んで進めないため、馬が一頭ずつ縦に並んで進むこと。延々と切れ目なく進んでいる様子
完璧帰趙, かんぺききちょう, 預かった品物を少しも傷つけずに持ち主に返すこと。 「完璧」の語源とされている
管鮑之交, かんぽうのまじわり, 互いによく理解し合っていて、利害を超えた信頼の厚い友情のこと。極めて親密な交際
関門捉賊, かんもんそくぞく, 兵法三十六計の第二十二計。 「門を関ざして賊を捉とらう」と読み下す
冠履転倒, かんりてんとう, 物事の価値や人の立場、地位などの上下の順序が逆になること。また、秩序が乱れること
冠履倒易, かんりとうえき, 前後の順序が乱れること。人の地位や立場、また物事の価値が逆さまで秩序が乱れていること
蓋棺事定, がいかんじてい, 生前の評価は当てにならず、死後はじめてその人の真の値打ちが決まるという意味。 「棺を蓋いて事定まる」と訓読する
外巧内嫉, がいこうないしつ, 表面上は巧みに取り繕って隠しているが、内心では妬んでいること
鎧袖一触, がいしゅういっしょく, 鎧の袖でちょっと触れたぐらいの簡単さで敵を負かすこと。 極めて容易く相手を打ち負かすこと
蓋世不抜, がいせいふばつ, 世の中を圧倒する気性や才能を持っていること
街談巷説, がいだんこうせつ, つまらない噂話。風説
凱風寒泉, がいふうかんせん, 親子の愛情が深いこと。 「凱風」は『詩経』にある詩の題名で、優しく吹く南風のこと
磑風舂雨, がいふうしょうう, 何かしらの物事が起こる前兆のこと
画脂鏤氷, がしろうひょう, 「画脂」は、脂肪のかたまりに絵を描くこと。 「鏤氷」は、氷に彫刻をすること
雅俗折衷, がぞくせっちゅう, 上品で風雅なものと下品で低俗なものを取捨して使うこと
瓦釜雷鳴, がふらいめい, 能力のない者が重要な地位について、得意になってわめきちらすこと
我慢強狂, がまんごうきょう, 自分の考えを押し通し、他に従わず意地を張ること
我武者羅, がむしゃら, 脇目も振らずに、ひたすら突き進むこと。一つのことに熱中すること
画竜点睛, がりょうてんせい, 物事の最も大切なポイント。物事を完成させるために最後に手を加える重要な部分
頑固一徹, がんこいってつ, 自分の考えや態度を少しも変えようとせずに押し通すこと
眼光炯炯, がんこうけいけい, 目が鋭く光り輝く様子。 物事の本質を見抜いているような目つき
顔厚忸怩, がんこうじくじ, どれだけ厚かましい人でも、恥ずかしさを感じること。 「顔厚がんこうにして忸怩じくじたる有あり」を略した言葉
眼中之釘, がんちゅうのくぎ, 自分に害をなすもの。邪魔者
玩物喪志, がんぶつそうし, 珍らしいものや目先の楽しみに熱中して、大切な志を失うこと。 「喪志」は本来の目的を忘れることを意味する
頑迷固陋, がんめいころう, 頑固で視野が狭く、正しい判断ができないこと。 「頑迷」は頑かたくなで、柔軟性に欠けていること
頑廉懦立, がんれんだりつ, 立派な人物から良い影響を受けると、頑固で欲張りな者も改心して私欲がなくなり、だらしない臆病者も勇気を奮い起こすという...
既往不咎, きおうふきゅう, 過去のことは、とやかく咎とがめないということ。 「既往」は済んでしまったこと
規矩準縄, きくじゅんじょう, 物事や作法などの基準となるもの。ルールや法則の喩え
貴顕紳士, きけんしんし, 身分が高く教養があり、礼儀正しい男性のこと
危言覈論, きげんかくろん, 自分の身の危険を顧みずに、正しいと思うことを主張し、激しく議論すること
跂行喙息, きこうかいそく, 足で歩き、口で息をするという意味で、生物全般を表す。特に鳥や虫などのこと
気骨稜稜, きこつりょうりょう, 自分の信念を守って、貫き通そうとすること。 「気骨」は自分の信念を曲げない強い気持ち
旗幟鮮明, きしせんめい, 主義・主張・態度がはっきりしていること
既成概念, きせいがいねん, ある物事について、広く社会で認められ、通用している大まかな意味や内容
貴賤結婚, きせんけっこん, 身分の違う男女間の結婚のこと。 「卑賤結婚」「左手結婚」ともいわれる
気息奄奄, きそくえんえん, 息が絶え絶えになり余命が幾ばくもなく、今にも死にそうな様子。 国家や組織などが今にも滅びそうなこと
吉凶禍福, きっきょうかふく, 吉事と凶事。 幸いと災い
吃驚仰天, きっきょうぎょうてん, 突然の出来事で激しく驚くこと。 「吃驚」と「仰天」はどちらも驚くという意味
橘井杏林, きつせいきょうりん, 医者に対する敬称。 「橘井」の由来： 晋の蘇耽そたんが臨終のとき、疫病が流行することを予言した
喜怒哀楽, きどあいらく, 人間が持っている様々な感情。喜び・怒り・哀しみ・楽しみのこと
亀毛兎角, きもうとかく, 亀に毛がなく、兎に角がないように、この世にあり得ないもの、実在するはずがない物事の喩え
窮猿投林, きゅうえんとうりん, 追い込まれて困難な状況のときは、あれこれ選択している余裕がないことの喩え。 「窮猿」は追いつめられた猿
九棘三槐, きゅうきょくさんかい, 三公九卿。政界の最高幹部
泣血漣如, きゅうけつれんじょ, 深い悲しみで、血の涙を流すように激しく泣くこと。 「泣血」は血の涙を出すほど泣くこと
泣斬馬謖, きゅうざんばしょく, 法律や規律を守るために私情を捨てること。 「泣いて馬謖を斬る」と読み下す
宮車晏駕, きゅうしゃあんが, 天子の崩御。 「宮車」は天子の車
鳩首凝議, きゅうしゅぎょうぎ, 人々が集まり、額を寄せ合って熱心に議論すること。 「鳩首」は頭を集めることで、人々が集まり額を突き合わせる様子
九仞之功, きゅうじんのこう, 長い間の努力も、最後のちょっとした失敗で、すべて駄目になってしまうことの喩え
九鼎大呂, きゅうていたいりょ, 貴重な物や重要な地位、名望などのこと
旧套墨守, きゅうとうぼくしゅ, 古いしきたりや方法などを固く守ること。古くさい形式や方法にこだわって融通が効かないこと
窮途末路, きゅうとまつろ, 苦しい境遇や困難から逃げることができない様子。 または、そのような状態で困り果てること
窮年累世, きゅうねんるいせい, 自身から先の子孫の代に至るまでの期間のこと。 「窮年」は人の一生涯
弓馬槍剣, きゅうばそうけん, 広く武芸一般のこと。弓術、馬術、槍術、剣術
挙案斉眉, きょあんせいび, 妻が小さなお膳をうやうやしく眉のあたりまで高く捧げること。 妻が夫に礼儀を尽くし尊ぶこと
恐悦至極, きょうえつしごく, 恐れ慎みながらも相手の厚意に大変喜ぶこと。感謝すること
矯枉過直, きょうおうかちょく, 曲がったものを直そうとして、力を入れすぎて逆の方向に曲がってしまうこと。 「枉れるを矯めて直きに過ぐ」と訓読する
兢兢業業, きょうきょうぎょうぎょう, 恐れ慎んで物事を行う様子。 物事を行うときには、用心深く行うべきであるという教え
狂喜乱舞, きょうきらんぶ, 狂ったように思い切り喜ぶこと
胸襟秀麗, きょうきんしゅうれい, 思想や態度が正しく立派であること。 「胸襟」は胸の内側という意味で、心の中の思いを表す
恐懼感激, きょうくかんげき, 恐れ多いと思う気持ちが極まって、深く畏かしこまり感激すること。 尊敬する相手から厚意を受けたときなどに用いる
僑軍孤進, きょうぐんこしん, 遠征している軍隊が、援軍もなく孤立して進軍すること。転じて、助けを得られず孤立して物事を行うことの喩え
狂言綺語, きょうげんきご, 巧みに表面だけを飾った言葉。 虚構や文飾の多い小説や物語を卑しめて使う表現
恐惶謹言, きょうこうきんげん, 恐れ謹んで申し上げること。 改まった手紙の末尾に書き添え、相手に敬意を表す言葉
教唆煽動, きょうさせんどう, 人を教えそそのかすこと。おだてたり騙したりして悪い事をさせること
拱手傍観, きょうしゅぼうかん, ある事態に直面して、当然なすべきことがあるのに、眺めているだけで手を出さずに何もしないこと
驚心動魄, きょうしんどうはく, 魂を揺さぶり驚かすほどの感動。 「心を驚かし魄を動かす」と読み下す
驕兵必敗, きょうへいひっぱい, 敵を侮あなどり、自惚うぬぼれた軍隊は必ず敗北するということ。 「驕兵きょうへいは必ず敗やぶる」と訓読する
興味津津, きょうみしんしん, 好奇心に火がついて興味と関心が尽きないこと。 「興味」は、ある物事に心を惹かれ、深く関心をもつこと
虚虚実実, きょきょじつじつ, 相手の守りが堅い所を避けて、隙をついて狙うなど、奥の手まで出し尽くして戦うこと
跼天蹐地, きょくてんせきち, 身をかがめて忍び足で歩くという意味。 肩身の狭い思いをして、身の置き所がないことの喩え
曲突徙薪, きょくとつししん, 煙突を曲げ、釜戸の周りにある薪を他に移して、火事になるのを防ぐという意味。 災害を未然に防ぐことの喩え
曲眉豊頬, きょくびほうきょう, 美しい女性を形容する言葉。 「曲眉」は三日月形をした細くて美しい眉
居敬窮理, きょけいきゅうり, 物事の道理や原理原則を極めること。 日ごろの立ち振る舞いに注意して、広く正しい知識を得るよう努めること
虚実皮膜, きょじつひまく, 江戸時代、浄瑠璃の作者の近松門左衛門が唱えた芸術論。 「芸術は虚構と事実との微妙な間にある」とするもの
虚誕妄説, きょたんもうせつ, 根拠のないことを好き勝手に話すこと。出鱈目でたらめ
虚堂懸鏡, きょどうけんきょう, 何もない部屋に鏡を置くという意味で、心を空にして公平無私に物事を判断することの喩え
許容範囲, きょようはんい, その程度なら良しとして、許して受け入れること。 許容できる範囲に収まっていること
金烏玉兎, きんうぎょくと, 太陽と月。 または歳月や時間のこと
金塊珠礫, きんかいしゅれき, 贅沢を極めること。 黄金を土塊のように、宝石を小石のように扱うという意味
金亀換酒, きんきかんしゅ, 大切な友人をもてなすことの喩え。 「金亀」は亀の形をしている金の装飾品で、役人の証であり、極めて価値の高いもの
琴棋詩酒, きんきししゅ, 古代中国で風流を嗜む人の心得とされた。 琴を弾き、碁を打ち、詩を作り、酒を飲むこと
勤倹尚武, きんけんしょうぶ, よく働いて質素に暮らしながら武芸に励むこと。 「勤倹」は「勤勉倹約」の略
筋骨隆隆, きんこつりゅうりゅう, 筋肉や骨格がたくましく、体力が優れていること。 「筋肉隆隆」という記述も稀に見るが、本来は誤用である
緊褌一番, きんこんいちばん, 気持ちを引き締めて、油断せずに物事に取り組むこと。 難しい局面や大勝負の前の心構えをいう言葉
禽困覆車, きんこんふくしゃ, 弱い者でも、窮地に立たされると必死になって思ってもいない力を発揮するということ
琴瑟相和, きんしつそうわ, 夫婦の仲が非常に良いことの喩え
擒縦自在, きんしょうじざい, 自分の好きなように人を処遇すること
錦心繍口, きんしんしゅうこう, 美しい思想と言葉。 卓越した詩文の才能のこと
金蝉脱殻, きんせんだっかく, 兵法三十六計の第二十一計。 「金蝉、殻を脱す」と読み下す
禽息鳥視, きんそくちょうし, 獣や鳥のように、ただ食を求めるだけで、他に何の志も持たないこと。 高い給料を得るだけで、何の貢献もしない官僚のこと
緊張緩和, きんちょうかんわ, 緊張している状態や情勢がゆるむこと
金泥精描, きんでいせいびょう, 金の顔料を用いて、緻密な絵を描くこと。 「金泥」は金粉を膠にかわで溶かした金色の顔料
金襴緞子, きんらんどんす, 贅沢で高価な美しい織物。 「金襴」は、金糸や金箔を用いて柄を織り出した黄金に輝く最高級の織物
疑雲猜霧, ぎうんさいむ, 周囲の人々の疑惑や嫉妬が、雲や霧がかかっているかのように晴れないこと
祇園精舎, ぎおんしょうじゃ, 古代インドのコーサラ国の首都シュラーヴァスティー（舎衛城しゃえいじょう）にあった僧院
巍然屹立, ぎぜんきつりつ, 他よりひときわ抜きん出て優れている人物。山や建造物などが高くそびえ立つ様子
牛驥同皁, ぎゅうきどうそう, 一日に千里を走る駿馬しゅんめと足の遅い牛が、同じ飼桶で養われていること。 賢者と愚者が同じ待遇を受けている喩え
牛溲馬勃, ぎゅうしゅうばぼつ, 「牛溲」は牛の尿。「馬勃」は馬の糞
澆季末世, ぎょうきまっせ, 人々の心が荒れ、道徳が薄れた世の中。 「澆季」は、道徳が乱れ人情が希薄になった世の中
行住坐臥, ぎょうじゅうざが, 仏教用語で、日常の立ち振る舞いのことを表す。 「行」は歩く
仰天不愧, ぎょうてんふき, 心の中に疚やましいことが無ければ、天に対して少しも恥じることはないという意味。 「天を仰ぎて愧じず」と訓読する
尭風舜雨, ぎょうふうしゅんう, 古代中国の伝説上の二人の帝王「尭ぎょう」と「舜しゅん」の善政による恩恵が、風雨のように広く世に行き渡ること
玉砕瓦全, ぎょくさいがぜん, 名誉を重んじて潔く死ぬこと。 男子は身の安全を願って平凡な一生を送ったり、不名誉なまま生きるべきでないという教え
玉兎銀蟾, ぎょくとぎんせん, 夜空に浮かぶ月の別名
漁夫之利, ぎょふのり, 両者が争っている隙に、第三者が苦労せずにその利益を横取りする喩え。 別表記：「漁父之利」
魚網鴻離, ぎょもうこうり, 求めるものが得られず、求めていない別のものが得られることの喩え。 求めていたものとは違う意外なものが手に入ること
銀河倒瀉, ぎんがとうしゃ, 壮大な滝。または激しい雨の形容
吟風弄月, ぎんぷうろうげつ, 自然の風物や景色を題材にして詩歌を作ること。 「吟風」は、風に吹かれながら詩歌を吟じること
銀鱗躍動, ぎんりんやくどう, 魚が鱗を銀色に耀かせて生き生きと泳ぎ回る様子。勢いよく活動することの喩え
苦髪楽爪, くがみらくづめ, 苦労しているときは髪の毛が早く伸びて、楽をしているときは爪が早く伸びるという諺
苦心惨憺, くしんさんたん, 非常に苦労すること。 「苦心」はあれこれ苦労して考えること
狗馬之心, くばのこころ, 犬や馬のように、養ってもらった恩を忘れずに、仕えて恩返しをすること。 目上の人に対する忠誠心や誠意の謙称
君恩海壑, くんおんかいがく, 君主から受けた恩は海や谷のように深く、ありがたいものであることを表す。 「君恩」は君主からの恩
薫陶成性, くんとうせいせい, 優れた人材を育てること
偶像崇拝, ぐうぞうすうはい, 偶像を信仰の対象として崇拝すること
偶像破壊, ぐうぞうはかい, 偶像を破壊する行為。 特にキリスト教、イスラム教の運動とされることが多い
群雄割拠, ぐんゆうかっきょ, 多くの実力者が各地でそれぞれに勢力をふるい、対立しあうこと
傾家蕩産, けいかとうさん, 一家の財産を使い果たして全てを失うこと。 「傾家」と「蕩産」はどちらも財産を全て使って失うことを意味する
桂冠詩人, けいかんしじん, イギリスで、国王から任命され、王室のために慶弔に詩を作ることを義務とした詩人。またはその称号
傾蓋知己, けいがいちき, 初めて出会った者同士が、少し話し合っただけで古くからの友人のように親しくなること
慧眼無双, けいがんむそう, 物事の真偽や善悪など、本質を見抜く眼力が比類なく優れていること
鶏群一鶴, けいぐんいっかく, 鶏の群れの中の一羽の鶴という意味。転じて、平凡な人々の中に一人だけ優れた人物が混じっていること
荊妻豚児, けいさいとんじ, 愚妻愚息を強調した言葉。 自分の妻子を卑下して用いる
鶏尸牛従, けいしぎゅうしょう, 大きな集団や組織の末端にいるより、小さくてもよいから長となって重んじられるほうが良いということ
閨秀作家, けいしゅうさっか, 芸術や学問などの分野で、女性であることを表す。女流作家
景星鳳凰, けいせいほうおう, 聖人や賢人が世に現れる前兆。 「景星」は幸運の前兆として出るといわれる星
傾側偃仰, けいそくえんぎょう, 世の中の流れに任せて生きること。 「傾側」は、世間の片隅で生きること
軽諾寡信, けいだくかしん, 深く考えずに軽々しく物事を引き受ける者は約束を守らないことが多く、信用できないということ
軽佻浮薄, けいちょうふはく, 思考や行動が軽はずみで、落ち着きがないこと。 自己の信念がなく、言動がそのときの時流や流行などに流されやすいこと
兄弟鬩牆, けいていげきしょう, 兄弟が、家の中で喧嘩をすること。兄弟の揉めごと
繋風捕影, けいふうほえい, 当てにならない話の喩え。 「風かぜを繋つなぎ影かげを捕とらう」と訓読する
軽妙洒脱, けいみょうしゃだつ, 会話や文章が洒落て洗練されていること。 「軽妙」は軽やかで洗練されていることを表す
鶏鳴狗盗, けいめいくとう, 古代中国の斉の孟嘗君が秦の昭王に幽閉された時、盗人や鶏の鳴き真似のうまい食客の働きで逃れたという故事から
形容枯槁, けいようここう, 顔だちが痩せ衰えて生気がない様子。窶やつれること
軽慮浅謀, けいりょせんぼう, 浅はかで軽々しい考えや計略。 「軽慮」は軽々しい考え
灰身滅智, けしんめっち, 仏教用語。 すべての煩悩を断ち切り、身も心も無に帰すこと
厥角稽首, けっかくけいしゅ, 最も礼儀正しい敬礼。 「厥角」と「稽首」はどちらも地面に頭をつける礼拝のこと
譎詐百端, けっさひゃくたん, 嘘や裏切りが多いこと。 「譎詐」は嘘や裏切り
牽衣頓足, けんいとんそく, 別れを惜しむことの形容。 これから戦地に向かう兵士の家族が、衣服を掴んで引き止め、地団駄を踏んで悲しんでいる様子
狷介孤高, けんかいここう, 自分の意志を貫き、他と協調しないこと。 「狷介」は自分を意思を貫き妥協しないこと
狷介不屈, けんかいふくつ, 頑固で、どんな状況でも意志を曲げないこと。 類義語：「狷介不羈けんかいふき」
牽強附会, けんきょうふかい, 道理に合わないことを、都合の良いように無理にこじつけ理屈づけること。 別表記：「牽強付会」「牽強傅会」
堅甲利兵, けんこうりへい, 圧倒的な戦力を誇る軍隊。 強力な組織を表現する場合などにも用いられる
顕在意識, けんざいいしき, 明瞭に自覚されている意識。 論理的な思考、理性、知性、意思などを指す
懸頭刺股, けんとうしこ, 非常に努力すること。苦学の喩え
犬兎之争, けんとのあらそい, 無用の争いをして第三者に利益を与えること
堅忍果決, けんにんかけつ, 強い意志で耐え忍び、いったん決まったならば思い切って断行すること。 死して後已むの四字は言簡にして義広し
堅忍不抜, けんにんふばつ, 堅い意志を持ち我慢強く耐え忍ぶこと。 どんな困難にも心を動かされないこと
見縫挿針, けんほうそうしん, ほんの少しの時間や空間を無駄にしないことの喩え。 隙間を見たら針をさすという意味
賢明愚昧, けんめいぐまい, 賢者と愚者。 賢くて道理に明るいことと、愚かで道理に暗いこと
霓裳羽衣, げいしょううい, 天人や仙女が着る美しい衣装。 または舞曲の題名
激濁揚清, げきだくようせい, 悪を取り除き、善を勧めること。 濁ったもの、不正なものを取り除くことの喩え
月中蟾蜍, げっちゅうせんじょ, 伝説で月に住むとされるヒキガエルのこと。 中国神話で『嫦娥奔月じょうがほんげつ』と呼ばれる物語
元気溌剌, げんきはつらつ, 気力、精神力、生命力などが満ち溢れていて活発なこと。 別表記：「元気溌溂」
言行齟齬, げんこうそご, 言葉で発した内容と実際の行動とが食い違うこと。言行不一致
還俗復飾, げんぞくふくしょく, 僧尼になった者が俗人に戻ること。 「還俗」と「復飾」は、僧侶になった者が俗人に戻ることを意味する
玄圃積玉, げんぽせきぎょく, 美しい文章の喩え。 「玄圃」は崑崙山にあるという仙人の居所
光陰如箭, こういんじょぜん, 月日は矢のように速く過ぎ去ってしまうという意味。 「光陰」は太陽と月を表し、昼夜や月日などの時間のこと
光焔万丈, こうえんばんじょう, 文章や議論に激しい勢いがあり、素晴らしいこと。 「光焔」は光輝く炎
篝火狐鳴, こうかこめい, 不可思議なことで民衆を惑わすこと。 古代中国、戦国時代
膏火自煎, こうかじせん, 財産や才能などがあることで、かえって災いを招くことの喩え。 「膏火こうかは自みずから煎やく」と訓読する
効果覿面, こうかてきめん, 結果や効き目がすぐに現れること
高牙大纛, こうがだいとう, 高い地位のしるしや、軍の本陣しるしのこと。 「高牙」は、象牙の飾りをつけた旗のことで、軍隊の本陣のしるし
光輝燦然, こうきさんぜん, 美しく鮮やかに光り輝いている様子。 「光輝」は、光り輝くこと
綱紀粛正, こうきしゅくせい, 国家の法律や規則を引き締めて、不正を厳しく取り締まること。 また政治家や役人の態度を正すこと
香気芬芬, こうきふんぷん, 良い香りが一面に漂うこと。 「香気」は良い香り
後顧之憂, こうこのゆう, 物事をやり終わった後に残っている心配事。気がかりなこと
行屎走尿, こうしそうにょう, ありふれた日常生活のこと。 「屎」は大便、「尿」は小便の意味
口尚乳臭, こうしょうにゅうしゅう, 経験が足りず、未熟で世の中のことを知らない若者のこと。若者を罵ののしる言葉
校書掃塵, こうしょそうじん, 文章を校正する作業は塵を掃除するようなもので、何度やっても塵が残るように、誤りもなくならないということの喩え
鉤心闘角, こうしんとうかく, 高い建物がいくつも並んで、密集している様子。 または、知恵を振り絞って争うことの喩え
曠日弥久, こうじつびきゅう, 何をするわけでもなく、長い月日を虚しく過ごすこと。 または、無駄に時間を費やしてだらだらと物事を長引かせること
黄塵万丈, こうじんばんじょう, 土煙が風に乗って空高く舞い上がっている様子。 「紅塵万丈」でもほぼ同義と考えてよい
孔席墨突, こうせきぼくとつ, 孔子の家の座席は暖まることなく、墨子の家の煙突は黒くなることがないという意味
巧遅拙速, こうちせっそく, 上手にできているが遅いことよりも、下手でも速いほうがいいということ。 「巧遅は拙速に如かず」を四字熟語に略した言葉
口誅筆伐, こうちゅうひつばつ, 言葉と文章を使って激しく批判すること
